Year,Job Category,Job Title,Salary (USD),Country Code,Location Group,Experience Level,Employment Type,Work Model
2023,Data Analyst,Data Analyst,195000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,73500,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Infrastructure Engineer,185000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Infrastructure Engineer,145000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Infrastructure Engineer,158900,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Infrastructure Engineer,132400,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Engineer,140000,United States,Global,Mid-level,Full-time,Remote
2023,Manager/Lead,Data Manager,130000,United States,Global,Mid-level,Full-time,On-site
2023,Manager/Lead,Data Manager,100000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Machine Learning Scientist,163800,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Machine Learning Scientist,126000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,111967,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,88000,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,216027,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,101028,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,309400,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Applied Scientist,159100,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,174350,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,126800,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,175000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,120000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,130000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,105000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,232200,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,119000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,153300,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,104244,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,145000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,70000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Science Practitioner,198800,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Science Practitioner,122600,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,181500,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,127000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Researcher,210000,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,ML Engineer,385000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,ML Engineer,245000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Engineer,225000,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,AI Engineer,175000,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,131650,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,105320,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,210000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,151800,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,147500,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,112500,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,163200,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,65000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,55000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Infrastructure Engineer,165400,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Infrastructure Engineer,127300,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,145000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,126900,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,77900,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,169000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,110600,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,140000,United States,Global,Entry-level,Full-time,On-site
2023,Data Scientist,Data Scientist,162000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Data Modeler,195000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Modeler,160000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Operations Analyst,154000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Operations Analyst,82000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Science Manager,160000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Science Manager,145000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Engineer,239400,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,AI Engineer,136800,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Decision Scientist,204500,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Decision Scientist,142200,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,230000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,323300,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,184700,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,210000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,136000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,171250,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,113750,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,195000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,142000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,185900,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,129300,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,194100,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,152300,United States,Global,Senior-level,Full-time,On-site
2023,Data Architect,Data Architect,190000,United States,Global,Senior-level,Full-time,On-site
2023,Data Architect,Data Architect,120000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,240000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Research Engineer,157250,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,212000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,194400,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,132192,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,174000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,134000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,152000,United States,Global,Mid-level,Full-time,Remote
2023,Other,Data Developer,144700,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Developer,85500,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,265800,United States,Global,Executive-level,Full-time,Remote
2023,Data Engineer,Data Engineer,177200,United States,Global,Executive-level,Full-time,Remote
2023,Data Scientist,Data Scientist,222000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,115920,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,250000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,284310,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,153090,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,204500,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,142200,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,111000,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,213210,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,102434,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,226600,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,140100,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,156400,United States,Global,Senior-level,Full-time,Remote
2023,Other,Research Engineer,250000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,233400,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,145300,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,248000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,149000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,156450,United States,Global,Entry-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,119200,United States,Global,Entry-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,185000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,120250,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Science Lead,225000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Science Lead,152700,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,139152,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,82452,United States,Global,Mid-level,Full-time,On-site
2023,Other,Data Strategist,85000,United States,Global,Mid-level,Full-time,On-site
2023,Other,Data Strategist,65000,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,139000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,200000,United States,Global,Executive-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,145000,United States,Global,Executive-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,269500,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,295500,United States,Global,Executive-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,165200,United States,Global,Executive-level,Full-time,Remote
2023,ML/AI Engineer,ML Engineer,235000,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,ML Engineer,135000,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,180000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,144000,United States,Global,Senior-level,Full-time,Remote
2023,Manager/Lead,Data Manager,160667,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,304200,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,173800,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Science Lead,191765,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Science Lead,134326,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,173000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,258384,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,Machine Learning Engineer,153100,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,146200,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,116960,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,370000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Specialist,111600,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Specialist,72000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,90000,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,84000,United States,Global,Mid-level,Full-time,Remote
2023,Data Engineer,Data Engineer,70000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,253000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Science Consultant,145900,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Business Intelligence Analyst,127000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Business Intelligence Analyst,95000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,94600,United States,Global,Entry-level,Full-time,On-site
2023,Data Analyst,Data Analyst,86000,United States,Global,Entry-level,Full-time,On-site
2023,Data Scientist,Data Scientist,104000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,173650,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,113900,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,126000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Data Management Specialist,139500,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Management Specialist,110000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,248100,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,145900,United States,Global,Senior-level,Full-time,On-site
2023,Other,Business Intelligence Engineer,220000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Business Intelligence Engineer,175000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,108000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Decision Scientist,182500,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Decision Scientist,135000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Business Data Analyst,35000,United States,Global,Mid-level,Contract,Remote
2023,Data Engineer,Data Engineer,94000,United States,Global,Executive-level,Full-time,On-site
2023,Other,Data Strategist,91000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Strategist,86000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Business Data Analyst,180000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,97750,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,75000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,252990,United States,Global,Entry-level,Full-time,Remote
2023,Data Scientist,Research Scientist,162170,United States,Global,Entry-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,216000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Applied Scientist,184000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,67500,United States,Global,Entry-level,Full-time,On-site
2023,Data Scientist,Data Scientist,140000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Data Scientist,265000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,153000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,143000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,126277,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,224500,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,126900,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Applied Scientist,227700,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,154836,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,126000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,165000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,209000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Analytics Engineer,112500,United States,Global,Senior-level,Full-time,On-site
2023,Data Architect,Data Architect,110000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Data Scientist,370000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,136000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,104000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,214000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Applied Scientist,154000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,205000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,157500,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,178000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,109283,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,189000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,137000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,120000,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Analyst,154500,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,131325,United States,Global,Senior-level,Full-time,Remote
2023,Other,Business Intelligence Engineer,140000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Business Intelligence Engineer,100000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,207500,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,172900,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,254000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Modeler,147100,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Modeler,90700,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,90000,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,168400,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,105200,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,237000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,170112,United States,Global,Senior-level,Full-time,On-site
2023,Other,Business Intelligence Engineer,155000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Business Intelligence Engineer,130000,United States,Global,Senior-level,Full-time,Remote
2023,Other,BI Developer,105000,United States,Global,Senior-level,Full-time,On-site
2023,Other,BI Developer,70000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,ML Engineer,260000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,ML Engineer,234000,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Architect,330000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,AI Architect,204000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,167310,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,121000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Data Strategist,175000,United States,Global,Senior-level,Full-time,Remote
2023,Other,Data Strategist,125000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Machine Learning Scientist,325000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Machine Learning Scientist,171000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Science Consultant,180000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Science Consultant,137000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,155810,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,106720,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,133000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,113000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,208400,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,157550,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,104650,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,240500,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,123700,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Business Data Analyst,78000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,121000,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,78000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,85600,United States,Global,Entry-level,Full-time,On-site
2023,Data Scientist,Data Scientist,48915,United States,Global,Entry-level,Full-time,On-site
2023,Data Analyst,Data Analyst,68000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,275500,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,206000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,102000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,228000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,180000,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,207611,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,127876,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Data Analyst,111000,United States,Global,Entry-level,Full-time,On-site
2023,Other,BI Developer,128000,United States,Global,Mid-level,Full-time,On-site
2023,Other,BI Developer,81500,United States,Global,Mid-level,Full-time,On-site
2023,Data Analyst,Data Analyst,97750,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,195000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,132600,United States,Global,Entry-level,Full-time,Remote
2023,Data Analyst,Data Analyst,81500,United States,Global,Entry-level,Full-time,Remote
2023,Data Engineer,Data Engineer,202400,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,147200,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,239000,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,54000,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Analyst,36000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Data Scientist,176000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,118720,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,95000,United States,Global,Mid-level,Full-time,Remote
2023,Other,Research Engineer,240000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,157000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,165000,United States,Global,Mid-level,Full-time,Remote
2023,Data Engineer,Data Engineer,136000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Data Scientist,272300,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,222800,United States,Global,Senior-level,Full-time,On-site
2023,Manager/Lead,Data Manager,172750,United States,Global,Senior-level,Full-time,Remote
2023,Manager/Lead,Data Manager,82500,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,207611,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,Analytics Engineer,127876,United States,Global,Senior-level,Full-time,Remote
2023,Other,Research Engineer,225000,United States,Global,Senior-level,Full-time,On-site
2023,Other,Research Engineer,168000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,280600,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,158600,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,283780,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,218540,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,178500,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,323300,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,184700,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Research Scientist,185000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Research Scientist,137700,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Operations Analyst,65100,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Operations Analyst,44640,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Analyst,161000,United States,Global,Mid-level,Full-time,Remote
2023,Data Analyst,Data Analyst,123000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Data Scientist,278700,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,159300,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Operations Engineer,125000,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Operations Engineer,65000,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,230000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Data Scientist,175000,United States,Global,Mid-level,Full-time,On-site
2023,Data Scientist,Applied Scientist,252990,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,162170,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Data Scientist,310270,United States,Global,Senior-level,Full-time,On-site
2023,Data Scientist,Data Scientist,239080,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,70000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,135000,United States,Global,Mid-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,253000,United States,Global,Senior-level,Full-time,Remote
2023,Data Scientist,Applied Scientist,172040,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,135000,United States,Global,Mid-level,Full-time,On-site
2023,Data Engineer,Data Engineer,108000,United States,Global,Mid-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Manager,129562,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Engineer,227850,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,AI Engineer,180500,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,199000,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,159000,United States,Global,Senior-level,Full-time,Remote
2023,Manager/Lead,Data Lead,350000,United States,Global,Senior-level,Full-time,On-site
2023,Manager/Lead,Data Lead,80000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,174000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,104000,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,ML Engineer,275300,United States,Global,Senior-level,Full-time,Remote
2023,ML/AI Engineer,ML Engineer,183500,United States,Global,Senior-level,Full-time,Remote
2023,Data Engineer,Data Engineer,174350,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,126800,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,284050,United States,Global,Senior-level,Full-time,On-site
2023,ML/AI Engineer,Machine Learning Engineer,193800,United States,Global,Senior-level,Full-time,On-site
2023,Data Engineer,Data Engineer,232989,United States,Global,Senior-level,Full-time,Remote
2023,Data Analyst,BI Data Analyst,85000,United States,Global,Entry-level,Full-time,Remote
2023,Data Analyst,Data Analyst,204500,United States,Global,Senior-level,Full-time,On-site
2023,Data Analyst,Data Analyst,138900,United States,Global,Senior-level,Full-time,On-site
2023,Other,Data Modeler,168400,United States,Global,Senior-level,Full-time,On-site
